TRAP,createdBy,Timestamp,MoundID,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,PositionInTheLandscape,Prominence,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
9813,Elissa SinClair,2018-09-25 13:50:51.031 GMT,9813,2018-09-25,Surface Scatter,"explain in notes annual agriculture, site of Malko Sharkovo Dam,explain in notes (annual agriculture, site of Malko Sharkovo Dam",Survey,"north bank of Malko Sharkovo Dam Tributary, 

created subsequent to field work
Site Walked 17 September
coordinates manually determined",Other,Other,NA,Low,42.1226405,26.88514889,4663399,490507,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (hand-made pottery (period unknown)),(agricultural stubble),Yes (Malko_Sharkovo_01),NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.031366 4665288.264479)
9814,Elissa SinClair,2018-09-25 13:51:12.778 GMT,9814,2018-09-25,Surface Scatter,"explain in notes scrub/ agriculture, site of malko sharkovo dam tributary,explain in notes (scrub/ agriculture, site of malko sharkovo dam (tributary",Survey,"opposite 9813 alternate bank, possibly connected in terms of settlement

Created subsequent to field work
site walked 17 september
coordinates manually created",Other,Other,NA,Nil,42.12106461,26.88460015,4693037,490461,999,No Observation,NA,NA,NA,NA,NA,Artefact scatter (handmade prehistoric pottery),NA,Yes (Malko Sharkovo 2),(prehistoric - chalcolthic? ),NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470042.240591 4665293.646208)
9815,Elissa SinClair,2018-09-25 13:51:29.834 GMT,9815,2018-09-25,Surface Scatter,,Survey,"Located North of the Malko Sharkovo Dam, in agricultural field. Open air settlement from the Antique Period. 

Created subsequent to field work
site walked 17th September
manual coordinates",Annual agriculture,Annual agriculture,NA,Nil,42.17379576,26.82435148,4661974,490516,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (Pieces from wheel made pottery, and brick/tile fragments)",NA,Yes (Malko_Sharkovo_03),NA,NA,0 - No observation,,Anthropogenic,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(470040.439611 4665307.462522)
9816,Elissa SinClair,2018-09-25 13:52:15.821 GMT,9816,2018-09-25,Other,"141-145,grassland",Survey,"Site is on a hill top, and is the location of 3 different military trenches, along with a sunken T-Shaped stone structure. 

manual coordinates
site created subsequent to field work surveyed on 17th September",Pasture,Pasture,Upper slope,Nil,42.09959012,26.90839542,4660838,492425,999,No Observation,NA,NA,NA,NA,NA,Other (trenches and sunken structure),NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.620218 4665317.071272)
9817,Elissa SinClair,2018-09-25 13:52:35.724 GMT,9817,2018-09-25,Surface Scatter,,Survey,"Surface scatter, possible settlement site. Open air settlement from the Antique period, situated in agricultural fields on the north bank of Popovska river, opposite site ID#9805. Down the slope from the Old Bolyarovo Military Base

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Annual agriculture,Annual agriculture,Valley Bottom or Plain,Nil,42.13708983,26.81680113,4665014,484861,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter ( Finds include body fragments from pottery, and more pieces of bricks and tiles, with a high portion of modern additions (possibly trash from the military occupation up the slope to the north). )","(Ploughed field, 10-20cm)",Yes (Bolyarovo_04),NA,NA,0 - No observation,,No observation,NA,No observation,Unknown,No observation,NA,NA,NA,POINT(470038.316747 4665321.9981)
9818,Elissa SinClair,2018-09-25 13:54:15.363 GMT,9818,2018-09-25,Other,"geodetic marker,153-155",Survey,"light forest

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Forest,Forest,Hilltop,Nil,42.17379576,26.82435148,4669088,485493,999,No Observation,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,geodetic point - N/A,No observation,NA,No observation,No observation,No observation,NA,NA,NA,POINT(470041.853393 4665327.299104)
9819,Elissa SinClair,2018-09-25 13:54:43.643 GMT,9819,2018-09-25,Surface Scatter,,Survey,"Unknown feature situated very close to the left bank of the Popovska River, downslope from #9806. Possible continuation of site ID#9806, although Todor suggests it could be a separate site.

Manual Coordinates, site walked on the 21st site created subsequent during data sanitisation",Annual agriculture,Annual agriculture,NA,Nil,42.16781592,26.81946918,4668425,485088,999,No Observation,NA,NA,NA,NA,NA,"Artefact scatter ( Finds include wheel-made medieval pottery, and handmade pottery (possibly iron age). )","(lightly harrowed, some scrub)",Yes (Bolyarovo_06),NA,NA,0 - No observation,,Agriculture,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(470039.879019 4665318.51509)
8705,Adela Sobotkova,2018-09-26 07:18:52.075 GMT,8705,2018-09-26,Other,"526 - 532,grassland",Survey,Military Trench,Pasture,Pasture,Upper slope,Nil,42.07185638,26.81303322,4657771.316,484533.2858,3,East,2,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,No observation,NA,NA,NA,POINT(484533.285752 4657771.315502)
9721,Petra Janouchova,2018-09-26 07:33:50.404 GMT,9721,2018-09-26,Extinct Burial Mound,356,Legacy verification,"great view towards the borders, mound replaced with a military bunker",Scrub,Scrub,Hilltop,Super prominent,42.06803292,26.79285469,4657350.642,482863.0002,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"military),specify in Annotation (military),cold war",Other,NA,5 - none or nearly none,Other,Other,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9721_1.jpg''}}",POINT(482863.000156 4657350.642431)
8706,Adela Sobotkova,2018-09-26 07:35:51.624 GMT,8706,2018-09-26,Other,"533-546,grassland",Survey,Tank Emplacement plus trench,Pasture,Pasture,Upper slope,High,42.07251771,26.81279591,4657844.787,484513.8151,64,Northeast,0.5,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484513.815099 4657844.78693)
8707,Adela Sobotkova,2018-09-26 07:48:21.721 GMT,8707,2018-09-26,Other,"547-564,grassland",Survey,Bunker,Pasture,Pasture,Upper slope,Nil,42.07304638,26.81160062,4657903.702,484415.0658,3,Southwest,1.5,5,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,1 - full,Not available,Not relevant,NA,NA,NA,POINT(484415.065835 4657903.702292)
8708,Adela Sobotkova,2018-09-26 07:58:17.538 GMT,8708,2018-09-26,Other,"565,grassland",Survey,Tank Embankment,Pasture,Pasture,Upper slope,Nil,42.0721354,26.81249906,4657802.393,484489.1658,128,Southwest,3,6,2.5,8,6x8,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484489.165756 4657802.392541)
8709,Adela Sobotkova,2018-09-26 08:11:37.801 GMT,8709,2018-09-26,Extinct Burial Mound,"566-575,grassland",Legacy verification,"Extinct mound, now military bunker",Pasture,Pasture,Upper slope,Nil,42.07098546,26.81565393,4657674.146,484749.8738,3,Southeast,2.2,100,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Other,military activity,5 - none or nearly none,Infrastructure,Unknown,NA,NA,NA,POINT(484749.873833 4657674.146476)
8710,Adela Sobotkova,2018-09-26 08:30:40.162 GMT,8710,2018-09-26,Other,"582,grassland",Survey,Tank Embankment,Pasture,Pasture,Upper slope,Nil,42.07137236,26.8176182,4657716.756,484912.4611,3,East,0.5,16,NA,14,NA,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(484912.461103 4657716.756166)
9722,Petra Janouchova,2018-09-26 08:32:10.163 GMT,9722,2018-09-26,Extinct Burial Mound,"ext 372,373",Legacy verification,NA,Scrub,Scrub,Valley Bottom or Plain,Nil,42.08819975,26.83071081,4659582.882,485999.2475,3,Southwest,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"01, rectangle,3,2.5,1","large stones in rt, overgrown with scrub","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9722_1.jpg''}}",POINT(485999.247475 4659582.881509)
8711,Adela Sobotkova,2018-09-26 08:47:51.539 GMT,8711,2018-09-26,Other,"584,grassland,Still see concrete walls of round bunker. broken but in situ",Survey,old Bunker with concrete walls. In situ but broken,Pasture,Pasture,Lower slope,Low,42.0673418,26.82500128,4657267.966,485522.3105,3,North,2.2,8,NA,4,4x8,NA,NA,No,NA,NA,0 - No observation,,Other,military activity,No observation,Not available,No observation,NA,NA,NA,POINT(485522.3105 4657267.96584)
9723,Petra Janouchova,2018-09-26 09:27:34.908 GMT,9723,2018-09-26,Burial Mound,"ext. CRM 385, 386, ext. overview 388, 387",Legacy verification,NA,Scrub,Scrub,Upper slope,Medium,42.11603656,26.79230229,4662680.632,482830.2517,3,Northeast,1,20,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01,rect,2,1,0.5, on the south","concrete pole on the top, next to the three antennas, possibly military and cell phones","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9723_1.jpg''}}",POINT(482830.251736 4662680.631795)
8712,Adela Sobotkova,2018-09-26 09:39:16.361 GMT,8712,2018-09-26,Burial Mound,592-593,Legacy verification,NA,Pasture,Scrub,Lower slope,Medium,42.05789004,26.85620688,4656213.724,488102.1943,3,South,0.8,8,NA,NA,NA,Other,"Boulders to north west , 7",No,NA,NA,1 - pristine,,Post-depositional,NA,2 - good,Post-depositional,Last year,NA,NA,NA,POINT(488102.194272 4656213.723773)
9724,Petra Janouchova,2018-09-26 10:13:08.136 GMT,9724,2018-09-26,Burial Mound,"ext 393-406,grassland",Legacy verification,NA,Scrub,Pasture,Hilltop,High,42.11354497,26.7522024,4662412.825,479514.5092,3,Southwest,4,35,NA,NA,NA,NA,heaps of stones,No,NA,NA,4 - seriously damaged,,Looting,heavily looted,4 - minimal,Looting,Last month,"01,rectangle,3,2,3;02,rectangle,3,2,1;03,rectangle, 2,1,0.5;04,rectangle,2,1,1",photo ext 395-401 rt 01 and 02;,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9724_3.jpg''}}",POINT(479514.509173 4662412.824982)
9725,Petra Janouchova,2018-09-26 10:34:03.454 GMT,9725,2018-09-26,Burial Mound,ext 407-422,Survey,"heaps of smaller RT''s around, reaching bedrock",Scrub,Scrub,Hilltop,High,42.11333787,26.75268924,4662389.714,479554.6899,3,South,3,35,NA,NA,NA,NA,heaps of stones,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Last year,"01,rectangular,6,3,1.5;02,rectangular,2.5,2,1;03,rectangular, 2,1,1;",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9725_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9725_2.jpg''}}",POINT(479554.689899 4662389.714006)
9726,Petra Janouchova,2018-09-26 10:52:39.960 GMT,9726,2018-09-26,Burial Mound,"ext 423,424",Survey,large old RT took the top,Scrub,Scrub,Upper slope,Nil,42.11338483,26.75303782,4662394.845,479583.5223,3,East,1,20,NA,15,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,NA,NA,NA,POINT(479583.52234 4662394.844679)
9727,Petra Janouchova,2018-09-26 12:37:47.514 GMT,9727,2018-09-26,Burial Mound,,Legacy verification,"in the middle of nowhere, robbed, horse farm next to it",Scrub,Scrub,Upper slope,Low,42.09634612,26.91572638,4660476.95,493031.1967,4,West,0.5,15,NA,10,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,NA,"unmeasurable rt from south, overgrown",NA,POINT(493031.196678 4660476.949723)
9728,Petra Janouchova,2018-09-27 06:15:24.305 GMT,9728,2018-09-27,Extinct Burial Mound,"ext 464,465,grassland,possibly excavated by Agre, check fasti online or aor for report, completely drove through with a machine and the soil turned over; check satellite for image and dimensions",Legacy verification,NA,Pasture,Pasture,Lower slope,Medium,42.14209801,26.92733238,4665555.955,493995.2478,3,West,1.5,80,0,20,NA,Artefact scatter,"IA pottery and brick from the inner construction, one possibly Ottoman pottery",Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9728_1.jpg''}}",4 - seriously damaged,specify in Annotation),Excavation,NA,5 - none or nearly none,Other,Unknown,NA,"possibly excavated by Daniela Agre; trench dividing mound into several small piles of dirt, completely destroyed but soil still present, some pottery","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9728_1.jpg''}}",POINT(493995.247841 4665555.954502)
9820,Tiana Anderson,2018-09-27 06:39:02.533 GMT,9820,2018-09-27,Surface Scatter,,Survey,pottery scatter that are wheel made and hand made throughout a finely plowed field,Annual agriculture,Annual agriculture,NA,Nil,42.19080418,26.77866464,4670985.056,481724.3896,16,No Observation,0,0,NA,NA,NA,Artefact scatter,pottery,Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(481724.389554 4670985.055543)
9729,Petra Janouchova,2018-09-27 07:05:12.456 GMT,9729,2018-09-27,Burial Mound,"ext 479,480",Legacy verification,in the midst of harrowed field next to a dirt road,Annual agriculture,Scrub,Lower slope,Medium,42.13325264,26.90588388,4664575.57,492221.8094,3,South,2,45,1.5,40,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,agriculture,2 - good,Agriculture,Last month,NA,"very small RT''s, minimal damage, unmeasurable",NA,POINT(492221.809404 4664575.570449)
9730,Petra Janouchova,2018-09-27 07:47:28.084 GMT,9730,2018-09-27,Extinct Burial Mound,ext. 489,Legacy verification,"within heaps of old military shelters for huge cars, no remains of mound",Scrub,Scrub,Hilltop,Super prominent,42.12895574,26.91281072,4664097.872,492793.7886,3,East,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,specify in Annotation (military),Construction,NA,5 - none or nearly none,Other,Unknown,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9730_1.jpg''}}",POINT(492793.78857 4664097.872094)
9821,Tiana Anderson,2018-09-27 08:01:46.820 GMT,9821,2018-09-27,Surface Scatter,231,Survey,pottery found in a plowed agricultural site.,Annual agriculture,Annual agriculture,NA,Nil,42.1868889,26.77336219,4670551.481,481285.4126,3,No Observation,0,0,NA,NA,NA,NA,"wheel made pottery, daub",Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(481285.412556 4670551.481137)
9731,Petra Janouchova,2018-09-27 08:58:11.398 GMT,9731,2018-09-27,Burial Mound,"ext 496-498,covered with stones, relatively fresh with no moss on them",Legacy verification,NA,Forest,Forest,Upper slope,Low,42.1389611,26.90990614,4665209.031,492554.8963,3,Southeast,1,15,NA,15,NA,NA,NA,No,NA,NA,3 - damaged,specify in Annotation (military clearance),Other,"military area, clearance of the area immediately next to the mound, very recent",3 - impaired,Other,Last week,NA,"stones on the top, military clearance next to the area",NA,POINT(492554.896337 4665209.031341)
9822,Tiana Anderson,2018-09-27 09:49:13.187 GMT,9822,2018-09-27,Surface Scatter,246,Survey,pottery scatter in large plowed field,Annual agriculture,Annual agriculture,NA,Nil,42.19006303,26.797287270000002,4670898.941,483261.8609,3,No Observation,0,0,NA,NA,NA,Artefact scatter,handmade and wheelmade pottery from the antique period,Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(483261.860863 4670898.941232)
9732,Petra Janouchova,2018-09-27 09:58:09.434 GMT,9732,2018-09-27,Burial Mound,ext 505-508; geodetic point on the top,Legacy verification,"Tumbata, in the middle of a ploughed field",Scrub,Annual agriculture,Upper slope,Super prominent,42.15885045,26.86191571,4667422.679,488592.6724,3,South,4,32,NA,30,NA,Artefact scatter,one pottery sherd,Yes,NA,NA,4 - seriously damaged,,Looting,"bioturbation, animals; might be excavated?",4 - minimal,Looting,Unknown,"01, rect, 15,5,3;","inside the looted burial chamber is 0.7m stone wall without mortar, small sized stones, dividing the two chambers inside; large blocks of stone in front of the rt, almost looking like a door of the burial chamber; the rt is covered with old wooden beams, possible old roof and the stones are covered with moss, old rt.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9732_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9732_2.jpg''}}",POINT(488592.672378 4667422.678841)
9823,Tiana Anderson,2018-09-27 10:15:49.424 GMT,9823,2018-09-27,Surface Scatter,250,Survey,hand made pottery scatter and daub in field,Annual agriculture,Annual agriculture,NA,Nil,42.19103009,26.80216201,4671005.372,483664.6212,3,No Observation,0,0,NA,NA,NA,Artefact scatter,NA,Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(483664.621224 4671005.372082)
9733,Petra Janouchova,2018-09-27 10:52:39.945 GMT,9733,2018-09-27,Burial Mound,"ext 536,537,538,grassland",Legacy verification,top of a local ridge,Pasture,Pasture,Hilltop,Medium,42.16541176,26.85617238,4668151.978,488119.4352,3,South,0.5,17,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,"or military ),cold war ?",Looting,NA,3 - impaired,Looting,Unknown,NA,several shallow very old and overgrown trenches,NA,POINT(488119.435244 4668151.97809)
9824,Tiana Anderson,2018-09-27 11:09:41.964 GMT,9824,2018-09-27,Surface Scatter,258,Survey,antique pottery scatter in field north of record 9823. medieval settlement,Annual agriculture,Annual agriculture,NA,Nil,42.19296029,26.80886189,4671218.426,484218.3071,3,No Observation,0,0,NA,NA,NA,Artefact scatter,NA,Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(484218.30713 4671218.426272)
8713,Adela Sobotkova,2018-09-28 05:33:51.422 GMT,8713,2018-09-28,Burial Mound,"765, 771,grassland,lozenge is small, but terrain wave/ damaged material extends further",Legacy verification,"south of Elhovo cluster, lozenge shaped mound in a harrowed field",Annual agriculture,Pasture,Upper slope,Medium,42.13293716,26.58612134,4664619.136,465794.9578,3,South,2.5,25,0.5,15,NA,NA,none,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(465794.957762 4664619.135625)
8714,Adela Sobotkova,2018-09-28 05:54:49.569 GMT,8714,2018-09-28,Burial Mound,"779,780,grassland",Legacy verification,NA,Scrub,Pasture,Hilltop,High,42.13150442,26.58034382,4664462.386,465316.6919,3,Northeast,1.7,18,NA,NA,NA,NA,marker,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8714_1.jpg''}}",2 - minor damage,,Other,geodetic marker,2 - good,Infrastructure,Unknown,"01,round,2,0.5,overgrown",NA,NA,POINT(465316.691877 4664462.386177)
8715,Adela Sobotkova,2018-09-28 06:14:21.343 GMT,8715,2018-09-28,Burial Mound,"786-788,grassland,trench is 8 by 5m and 2m deep",Survey,tank\car emplacement,Pasture,Pasture,Hilltop,Medium,42.13289207,26.57875679,4664617.105,465186.2885,3,Northwest,1.2,16,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,specify in Annotation (military activity),Other,military activity,5 - none or nearly none,Other,Unknown,"01,rect,8,5,2,zakop",NA,NA,POINT(465186.288524 4664617.104559)
8716,Adela Sobotkova,2018-09-28 06:22:35.907 GMT,8716,2018-09-28,Burial Mound,"791-792,grassland,uneven left and right profile, irregular shape",Legacy verification,"highest point in the little scrubby forest area, next to military trench no 8715",Pasture,Pasture,Hilltop,High,42.13323628,26.57921161,4664655.138,465224.0655,3,Northwest,3,25,2.6,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal burrows,3 - impaired,Looting,Unknown,"01,round,5,1.5,overgrown",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8716_1.jpg''}}",POINT(465224.06551 4664655.137723)
9734,Petra Janouchova,2018-09-28 06:41:30.978 GMT,9734,2018-09-28,Burial Mound,"ext 545,546",Legacy verification,NA,Pasture,Scrub,Hilltop,Super prominent,42.21814354,26.9323857,4673999.126,494419.51,3,East,1,10,0.5,10,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,"agricultural, building levelling",4 - minimal,Looting,Unknown,"01, rect, 4,3,1,East;","levelled by building or clearing activities, ext 543,544","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9734_1.jpg''}}",POINT(494419.50997 4673999.126291)
8717,Adela Sobotkova,2018-09-28 06:47:01.834 GMT,8717,2018-09-28,Burial Mound,"803-804,grassland",Legacy verification,"looks like a small natural hill, sprawling with a gentle slope, not sure this was a and in the first place, settlement mound perhaps?",Pasture,Pasture,Lower slope,Low,42.13302433,26.5750273,4664633.317,464878.1365,3,Northwest,2.5,70,NA,NA,NA,NA,no materials! although it looks like a settlement mound,No,NA,NA,1 - pristine,,Post-depositional,NA,1 - full,Unknown,Unknown,NA,NA,NA,POINT(464878.136503 4664633.316825)
8718,Adela Sobotkova,2018-09-28 07:01:23.701 GMT,8718,2018-09-28,Burial Mound,"807-810, 817-818; 808accurately captured the mound,grassland",Legacy verification,"robbed mound on a secondary hilltop, overlooking Elhovo and the alluvial plane below",Pasture,Pasture,Hilltop,Medium,42.13298419,26.57247655,4664629.912,464667.307,16,Northwest,1.2,12,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Last month,"01,semicircle, 12,6,1.2,SE half is gone;02,bite,3,2,1.2,NW edge has been manually dug at","lots of new wheel marks and driveways leading here,see 810","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8718_1.jpg''}}",POINT(464667.30698 4664629.91208)
8719,Adela Sobotkova,2018-09-28 07:16:40.725 GMT,8719,2018-09-28,Burial Mound,"819-822,grassland",Survey,NA,Pasture,Pasture,Hilltop,High,42.13296498,26.5718779,4664628.027,464617.8205,3,West,1,8,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,"Road cut,specify in Annotation (road marks)",Anthropogenic,NA,2 - good,Other,Last month,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8719_1.jpg''}}",POINT(464617.820505 4664628.026689)
9735,Petra Janouchova,2018-09-28 07:32:18.389 GMT,9735,2018-09-28,Burial Mound,"ext 548, 549, 550",Legacy verification,NA,Annual agriculture,Annual agriculture,Upper slope,High,42.16647111,26.72145434,4668297.134,476991.7254,3,Northwest,1,50,NA,NA,NA,NA,"pile of stones 60m south of the mound, overgrown with bushes, possibly from the mound",No,NA,NA,4 - seriously damaged,"1949, geodetic point",Construction,"possible looting, agriculture",4 - minimal,Infrastructure,Other,"NA",ext 547,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9735_1.jpg''}}",POINT(476991.725414 4668297.134065)
8720,Adela Sobotkova,2018-09-28 07:36:21.796 GMT,8720,2018-09-28,Burial Mound,"829,grassland",Legacy verification,NA,Pasture,Pasture,Upper slope,Medium,42.13050379,26.56201931,4664358.888,463801.6539,3,Northwest,8,30,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Construction,rectangular concrete structure foundations on top,2 - good,Infrastructure,Unknown,NA,"structure: 2,1.5,1m deep, but given mound size,not very impacted","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8720_1.jpg''}}",POINT(463801.653898 4664358.887912)
9736,Petra Janouchova,2018-09-28 07:47:33.264 GMT,9736,2018-09-28,Burial Mound,"ext. 558,grassland",Legacy verification,NA,Annual agriculture,Pasture,Lower slope,High,42.16898107,26.72480226,4668574.924,477269.167,3,Northwest,1,30,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"01, rect, 4,3,1;","robbed, stones visible in rt, no pottery, heavily destroyed by agriculture, deep ploughing","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9736_1.jpg''}}",POINT(477269.167044 4668574.923606)
8721,Adela Sobotkova,2018-09-28 07:47:59.726 GMT,8721,2018-09-28,Extinct Burial Mound,"836-840,847",Survey,suspicious mound like feature with a concrete tank emplacement inside. could be an extinct mound,Pasture,Scrub,Upper slope,Medium,42.13046144,26.56264929,4664353.919,463853.6965,3,Southeast,2.5,35,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Construction,NA,5 - none or nearly none,Infrastructure,Unknown,"01,rect,8,3,1.5,concrete tank embankment",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8721_1.jpg''}}",POINT(463853.696543 4664353.918637)
8722,Adela Sobotkova,2018-09-28 08:01:20.581 GMT,8722,2018-09-28,Extinct Burial Mound,"842-844,grassland",Survey,"small mound like feature next to tank emplacement and large 8720, with a concrete walled trench,1.5m deep, zigzagging over the top.possibly modern in origin.",Pasture,Pasture,Upper slope,Low,42.1302892,26.56293403,4664334.674,463877.132,3,Southeast,1,11,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Construction,NA,4 - minimal,Unknown,Unknown,"01,linear,12,1,concrete walls plus soil inside; 02,oval,2,1.7,1.5,overgrown",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8722_1.jpg''}}",POINT(463877.132013 4664334.674005)
9737,Petra Janouchova,2018-09-28 08:05:46.599 GMT,9737,2018-09-28,Burial Mound,"ext 564,565,dirt road on the top",Legacy verification,NA,Annual agriculture,Scrub,Lower slope,High,42.17706376,26.75516208,4669464.724,479779.4094,3,Southeast,1,40,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,Road cut,Anthropogenic,"deep drainage system, looting possible",5 - none or nearly none,Agriculture,Unknown,"01, irr, 2,3,1","ext 562,563","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9737_1.jpg''}}",POINT(479779.409416 4669464.723524)
